"Attributionplacedemarche";"Referencearticle";"code_barre_ean";"ean_ve";"Titreannonce";"Descriptionarticle";"Descriptiondetailleearticle";"MotclefMarque";"Photo";"Photo2";"Photo3";"Photo4";"Photo5";"Photo6";"Photo7";"Photo8";"Photo9";"Photo10";"Monnaie";"TVAenpourcent";"Nombre_de_piece_par_unite_demballage";"Quantite_minimale_en_unite_demballage";"Prixnet_par_piece";"rabais_promotion";"Volumedegressif1";"Prixdegressif1";"Volumedegressif2";"Prixdegressif2";"Volumedegressif3";"Prixdegressif3";"Quantite_disponible_en_unite_demballage";"Recommandation_de_prix";"Boutique_Identificateurproduit1";"Boutique_Identificateurproduit2";"Boutique_Identificateurproduit3";"Echeance_le";"Poids";"collection";"statistical_number";"country_of_origin";"dangerous_goods";"energyEfficiency";"energyEffImage";"weightNetPcP";"weightGrossPcP";"volumeGrossPcP";"lengthPU";"widthPU";"heightPU";"lengthPc";"widthPc";"heightPc";"puPallet";"puLayerPallet";"hazardCode";"hazardName";"flashPoint";"electroClassification";"isBatterieIncluded";"isLithium";"VocPerc";"isFood";"color";"material";"charge";"mhd";"GPSRIsRequired";"certificate_CE";"certificate_additional";"availableLanguages";"producerName";"producerAddress";"productManagerEMail";"operatingInstructions";"instructionsDocument1";"instructionsDocument2";"instructionsDocument3";"warningNote";"warningNote1";"warningNote2";"warningNote3"
"fr";"HG-CK785PNK";"0634158800801";"";"Set de bocaux de conservation sous vide Herzberg (";"Le set de bocaux de conservation sous vide Herzberg comprend trois récipients avec des couvercles sous vide dédiés. Il convient aux assortiments d'articles de cuisine et de conservation alimentaire pour les revendeurs et les vendeurs en ligne. Les capacités indiquées proposent trois formats pour différents besoins de rangement et les récipients transparents permettent de voir le contenu. Le set est fabriqué en ABS et en PS. Contenu du set 1 x bocal de conservation de 1 250 ml 1 x bocal de conservation de 700 ml 1 x bocal de conservation de 400 ml Couvercles sous vide pour chaque récipient Détails du produit Marque : Herzberg Type de produit : set de bocaux de conservation sous vide Nombre de pièces : 3 Matériaux : ABS et PS Format des récipients : bocaux transparents avec couvercles sous vide";"Le set de bocaux de conservation sous vide Herzberg comprend trois récipients avec des couvercles sous vide dédiés. Il convient aux assortiments d'articles de cuisine et de conservation alimentaire pour les revendeurs et les vendeurs en ligne. Les capacités indiquées proposent trois formats pour différents besoins de rangement et les récipients transparents permettent de voir le contenu. Le set est fabriqué en ABS et en PS. Contenu du set 1 x bocal de conservation de 1 250 ml 1 x bocal de conservation de 700 ml 1 x bocal de conservation de 400 ml Couvercles sous vide pour chaque récipient Détails du produit Marque : Herzberg Type de produit : set de bocaux de conservation sous vide Nombre de pièces : 3 Matériaux : ABS et PS Format des récipients : bocaux transparents avec couvercles sous vide";"";"https://www.msy.be/web/image/product.template/2547/image_1920";"https://www.msy.be/web/image/product.image/28393/image_1920";"https://www.msy.be/web/image/product.image/28395/image_1920";"https://www.msy.be/web/image/product.image/28399/image_1920";"https://www.msy.be/web/image/product.image/28402/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"6.80";"";"";"";"";"";"";"";"124";"29.99";"Cuisine & Vaisselle";"Ensembles de conteneurs";"";"";"0.00";"";"39241000";"CN";"0";"";"";"0.00";"0.00";"";"20.5";"24.0";"10.0";"20.5";"24.0";"10.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"GI-177042";"3574591770422";"";"Soude-sac Genius Ideas « Speedy Seal »";"Genius Ideas GI-177042 : soude-sac « Speedy Seal » Le soude-sac « Speedy Seal » se manipule comme un crayon et convient aux sachets d'aliments, de snacks, de provisions de pique-nique, de chips ou de café. Il ferme rapidement les sachets en plastique pour aider à protéger leur contenu de la saleté et de l'humidité. Son aimant latéral permet de le ranger sur un réfrigérateur. Fonctionne avec 2 piles AA, non incluses. Dimensions du produit : 8 cm x 3,4 cm x 2 cm.";"Genius Ideas GI-177042 : soude-sac « Speedy Seal » Le soude-sac « Speedy Seal » se manipule comme un crayon et convient aux sachets d'aliments, de snacks, de provisions de pique-nique, de chips ou de café. Il ferme rapidement les sachets en plastique pour aider à protéger leur contenu de la saleté et de l'humidité. Son aimant latéral permet de le ranger sur un réfrigérateur. Fonctionne avec 2 piles AA, non incluses. Dimensions du produit : 8 cm x 3,4 cm x 2 cm.";"Genius Ideas";"https://www.msy.be/web/image/product.template/2753/image_1920";"https://www.msy.be/web/image/product.image/30155/image_1920";"https://www.msy.be/web/image/product.image/30162/image_1920";"https://www.msy.be/web/image/product.image/30168/image_1920";"https://www.msy.be/web/image/product.image/30176/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"2.30";"";"";"";"";"";"";"";"84";"11.48";"Appareils électroménagers";"Scellants alimentaires et boîtes à lunch";"";"";"0.04";"";"85098000";"CN";"0";"";"";"0.04";"0.04";"0.250";"14.0";"9.0";"2.0";"14.0";"9.0";"2.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"SH-KM1805";"5407011646053";"";"Swiss Haus SH-KM1805 : robot pâtissier multifoncti";"Le Swiss Haus SH-KM1805 est un robot pâtissier violet avec moteur 1300W, bol de 5L, 6 vitesses et fonction pulse. Son jeu d'accessoires, sa tête inclinable et ses protections de sécurité conviennent à la préparation de pâtes, crèmes et autres mélanges.";"Le Swiss Haus SH-KM1805 est un robot pâtissier violet avec moteur 1300W, bol de 5L, 6 vitesses et fonction pulse. Son jeu d'accessoires, sa tête inclinable et ses protections de sécurité conviennent à la préparation de pâtes, crèmes et autres mélanges.";"Swiss Haus";"https://www.msy.be/web/image/product.template/3829/image_1920";"https://www.msy.be/web/image/product.image/37878/image_1920";"https://www.msy.be/web/image/product.image/37879/image_1920";"https://www.msy.be/web/image/product.image/37880/image_1920";"https://www.msy.be/web/image/product.image/37881/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"51.50";"";"";"";"";"";"";"";"13";"";"Appareils électroménagers";"Mélangeurs et robots culinaires";"";"";"5.50";"";"85094000";"CN";"0";"";"";"5.50";"5.50";"30.000";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"SH-KM1905";"5407011645407";"";"Swiss Haus SH-KM1905 : robot pâtissier multifoncti";"Les robots pâtissiers restent adaptés aux assortiments de pâtisserie et de préparation alimentaire. Le Swiss Haus SH-KM1905 possède un moteur de 1 000 W, un bol inox de 5 L, 12 vitesses et plusieurs accessoires dans un seul appareil. Sa finition rouge et sa tête inclinable conviennent aux magasins et au commerce électronique européen.";"Les robots pâtissiers restent adaptés aux assortiments de pâtisserie et de préparation alimentaire. Le Swiss Haus SH-KM1905 possède un moteur de 1 000 W, un bol inox de 5 L, 12 vitesses et plusieurs accessoires dans un seul appareil. Sa finition rouge et sa tête inclinable conviennent aux magasins et au commerce électronique européen.";"Swiss Haus";"https://www.msy.be/web/image/product.template/3827/image_1920";"https://www.msy.be/web/image/product.image/37826/image_1920";"https://www.msy.be/web/image/product.image/37827/image_1920";"https://www.msy.be/web/image/product.image/37828/image_1920";"https://www.msy.be/web/image/product.image/37829/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"54.00";"";"";"";"";"";"";"";"18";"";"Appareils électroménagers";"Mélangeurs et robots culinaires";"";"";"6.20";"";"85094000";"CN";"0";"";"";"6.20";"6.20";"60.000";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"SH-KM2005";"5407011645391";"";"Swiss Haus SH-KM2005 : robot pâtissier multifoncti";"La pâtisserie maison soutient la demande d'appareils de cuisine dans les marchés européens. Le Swiss Haus SH-KM2005 associe une puissance de 1000 W, un bol inox de 5 L, 12 vitesses et des accessoires de pâtisserie. Son design, son système de mélange planétaire et ses fonctions de sécurité en font un appareil destiné aux magasins d'électroménager, supermarchés et revendeurs en ligne.";"La pâtisserie maison soutient la demande d'appareils de cuisine dans les marchés européens. Le Swiss Haus SH-KM2005 associe une puissance de 1000 W, un bol inox de 5 L, 12 vitesses et des accessoires de pâtisserie. Son design, son système de mélange planétaire et ses fonctions de sécurité en font un appareil destiné aux magasins d'électroménager, supermarchés et revendeurs en ligne.";"Swiss Haus";"https://www.msy.be/web/image/product.template/3828/image_1920";"https://www.msy.be/web/image/product.image/37854/image_1920";"https://www.msy.be/web/image/product.image/37855/image_1920";"https://www.msy.be/web/image/product.image/37856/image_1920";"https://www.msy.be/web/image/product.image/37857/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"54.00";"";"";"";"";"";"";"";"11";"";"Appareils électroménagers";"Mélangeurs et robots culinaires";"";"";"6.20";"";"85094000";"CN";"0";"";"";"6.20";"6.20";"60.000";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"SH-KM2305";"5407011646046";"";"Swiss Haus SH-KM2305 : batteur sur socle multifonc";"La préparation du pain, des gâteaux et des desserts maison devient plus simple avec le Swiss Haus SH-KM2305. Son moteur de 1300 W, ses 6 vitesses avec commande Pulse et son bol en acier inoxydable de 5 l assurent un mélange régulier pour différentes recettes. Sa finition noire, sa tête inclinable et son set d'accessoires en font un appareil pratique et élégant pour la cuisine quotidienne.";"La préparation du pain, des gâteaux et des desserts maison devient plus simple avec le Swiss Haus SH-KM2305. Son moteur de 1300 W, ses 6 vitesses avec commande Pulse et son bol en acier inoxydable de 5 l assurent un mélange régulier pour différentes recettes. Sa finition noire, sa tête inclinable et son set d'accessoires en font un appareil pratique et élégant pour la cuisine quotidienne.";"Swiss Haus";"https://www.msy.be/web/image/product.template/3830/image_1920";"https://www.msy.be/web/image/product.image/37902/image_1920";"https://www.msy.be/web/image/product.image/37893/image_1920";"https://www.msy.be/web/image/product.image/37895/image_1920";"https://www.msy.be/web/image/product.image/37896/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"51.50";"";"";"";"";"";"";"";"7";"";"Appareils électroménagers";"Mélangeurs et robots culinaires";"";"";"5.50";"";"85094000";"CN";"0";"";"";"5.50";"5.50";"30.000";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"GI-127110";"3574591271103";"";"Système de conservation fraîche « Clever Tray » Ge";"Genius Ideas® GI-127110 : système de conservation fraîche « Clever Tray » XL, 1 pièce Le système de conservation fraîche Clever Tray utilise un film étirable intégré au couvercle pour couvrir et fermer les aliments. Il convient notamment à la charcuterie, au fromage, au poisson fumé et aux autres aliments plats. Le couvercle amovible peut aussi servir de plateau. Le produit passe au lave-vaisselle selon la fiche. Solution pour couvrir et conserver les aliments plats. Le film s'adapte aux aliments et le couvercle amovible peut servir de plateau. Le système est empilable, réutilisable et indiqué comme compatible avec le lave-vaisselle, le congélateur et le micro-ondes. Dimensions : 38 x 26 x 3 cm. Matériaux : PP, TPU. Code 5090.";"Genius Ideas® GI-127110 : système de conservation fraîche « Clever Tray » XL, 1 pièce Le système de conservation fraîche Clever Tray utilise un film étirable intégré au couvercle pour couvrir et fermer les aliments. Il convient notamment à la charcuterie, au fromage, au poisson fumé et aux autres aliments plats. Le couvercle amovible peut aussi servir de plateau. Le produit passe au lave-vaisselle selon la fiche. Solution pour couvrir et conserver les aliments plats. Le film s'adapte aux aliments et le couvercle amovible peut servir de plateau. Le système est empilable, réutilisable et indiqué comme compatible avec le lave-vaisselle, le congélateur et le micro-ondes. Dimensions : 38 x 26 x 3 cm. Matériaux : PP, TPU. Code 5090.";"Genius Ideas";"https://www.msy.be/web/image/product.template/2640/image_1920";"https://www.msy.be/web/image/product.image/29020/image_1920";"https://www.msy.be/web/image/product.image/29028/image_1920";"https://www.msy.be/web/image/product.image/29036/image_1920";"https://www.msy.be/web/image/product.image/29043/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"5.90";"";"";"";"";"";"";"";"20";"35.70";"Cuisine & Vaisselle";"Ustensiles de cuisine";"";"";"0.48";"";"39249000";"CN";"0";"";"";"0.48";"0.48";"4.210";"39.0";"27.0";"4.0";"39.0";"27.0";"4.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"GI-127121";"3574591271219";"";"Système de conservation ovale « Clever Tray » Geni";"Genius Ideas® GI-127121 : système de conservation ovale « Clever Tray », lot de 2 Le système ovale Clever Tray utilise un film étirable intégré au couvercle pour couvrir les aliments. Il convient notamment à la charcuterie, au fromage, au poisson fumé et aux aliments plats. Le produit passe au lave-vaisselle selon la fiche. Solution pour couvrir et conserver les aliments plats. Le couvercle amovible peut servir de plateau. Le système est empilable, réutilisable et indiqué comme compatible avec le lave-vaisselle, le congélateur et le micro-ondes. Matériaux : PP, TPU. Dimensions : 31 x 28 x 4,5 cm.";"Genius Ideas® GI-127121 : système de conservation ovale « Clever Tray », lot de 2 Le système ovale Clever Tray utilise un film étirable intégré au couvercle pour couvrir les aliments. Il convient notamment à la charcuterie, au fromage, au poisson fumé et aux aliments plats. Le produit passe au lave-vaisselle selon la fiche. Solution pour couvrir et conserver les aliments plats. Le couvercle amovible peut servir de plateau. Le système est empilable, réutilisable et indiqué comme compatible avec le lave-vaisselle, le congélateur et le micro-ondes. Matériaux : PP, TPU. Dimensions : 31 x 28 x 4,5 cm.";"Genius Ideas";"https://www.msy.be/web/image/product.template/2641/image_1920";"https://www.msy.be/web/image/product.image/29013/image_1920";"https://www.msy.be/web/image/product.image/29019/image_1920";"https://www.msy.be/web/image/product.image/29026/image_1920";"https://www.msy.be/web/image/product.image/29034/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"6.10";"";"";"";"";"";"";"";"24";"30.50";"Cuisine & Vaisselle";"Ustensiles de cuisine";"";"";"0.52";"";"39241000";"CN";"0";"";"";"0.52";"0.52";"3.570";"31.0";"23.0";"5.0";"31.0";"23.0";"5.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"GI-117420";"3574591174206";"";"Séparateurs d'orteils Wellys Menthogel, 2 pièces";"Wellys® GI-117420 : séparateurs d'orteils Menthogel, 2 pièces Cale Menthogel®, lot de 2. La matière SEBS souple et flexible est conçue pour se placer entre les orteils. Elle accompagne le confort lors de la marche et reste en place pendant l'activité. La matière ne colle pas, ne se déforme pas et ne se décolore pas selon la fiche produit. Une légère odeur de menthe est indiquée. Séparateurs d'orteils Menthogel, lot de 2 Coussinet destiné à séparer les orteils et à accompagner le confort lors de l'utilisation Sépare les orteils pour une utilisation confortable Durée d'utilisation annoncée supérieure à celle de produits en silicone courants : 5 à 10 fois La formule contient des extraits de menthol et présente une odeur fraîche selon la fiche. Propriétés de la matière SEBS : souple, extensible et indiquée comme hypoallergénique par la fiche Design breveté par GD Import ; Menthogel et Pedigel sont des marques commerciales Dimensions de l'article : 3.5 x 3 x 2.7 cm";"Wellys® GI-117420 : séparateurs d'orteils Menthogel, 2 pièces Cale Menthogel®, lot de 2. La matière SEBS souple et flexible est conçue pour se placer entre les orteils. Elle accompagne le confort lors de la marche et reste en place pendant l'activité. La matière ne colle pas, ne se déforme pas et ne se décolore pas selon la fiche produit. Une légère odeur de menthe est indiquée. Séparateurs d'orteils Menthogel, lot de 2 Coussinet destiné à séparer les orteils et à accompagner le confort lors de l'utilisation Sépare les orteils pour une utilisation confortable Durée d'utilisation annoncée supérieure à celle de produits en silicone courants : 5 à 10 fois La formule contient des extraits de menthol et présente une odeur fraîche selon la fiche. Propriétés de la matière SEBS : souple, extensible et indiquée comme hypoallergénique par la fiche Design breveté par GD Import ; Menthogel et Pedigel sont des marques commerciales Dimensions de l'article : 3.5 x 3 x 2.7 cm";"Wellys";"https://www.msy.be/web/image/product.template/2739/image_1920";"https://www.msy.be/web/image/product.image/30045/image_1920";"https://www.msy.be/web/image/product.image/30046/image_1920";"https://www.msy.be/web/image/product.image/30054/image_1920";"https://www.msy.be/web/image/product.image/30061/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"2.50";"";"";"";"";"";"";"";"8";"15.13";"Beauté et bien-être";"Soins des mains et des pieds";"";"";"0.03";"";"39269097";"CN";"0";"";"";"0.03";"0.03";"0.540";"20.0";"9.0";"3.0";"20.0";"9.0";"3.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"GI-170620";"3574591706209";"";"Séparateurs d'orteils Wellys « Menthogel », 4 pièc";"Wellys® GI-170620 : séparateurs d'orteils « Menthogel », 4 pièces Séparateurs d'orteils Menthogel®, lot de 4. Ces accessoires souples en SEBS sont destinés au confort des orteils et aident à limiter les frottements pendant la marche. Leur forme arrondie se place entre les orteils. La fiche indique une durée d'utilisation cinq à dix fois supérieure à celle de produits en silicone courants. Ils dégagent une légère odeur de menthe fraîche. ​ Coussinets séparateurs d'orteils « Menthogel » (2 L + 2 S) Cet accessoire de confort est présenté comme absorbant les chocs et limitant les points de pression. Sépare les orteils et est destiné au confort ; aucune allégation de traitement n'est ajoutée. Durée d'utilisation annoncée cinq à dix fois supérieure à celle de produits en silicone courants. La fiche mentionne des extraits de menthol associés à une sensation de fraîcheur et à la réduction des odeurs. Propriétés du SEBS indiquées : souple, très extensible et présenté comme hypoallergénique.";"Wellys® GI-170620 : séparateurs d'orteils « Menthogel », 4 pièces Séparateurs d'orteils Menthogel®, lot de 4. Ces accessoires souples en SEBS sont destinés au confort des orteils et aident à limiter les frottements pendant la marche. Leur forme arrondie se place entre les orteils. La fiche indique une durée d'utilisation cinq à dix fois supérieure à celle de produits en silicone courants. Ils dégagent une légère odeur de menthe fraîche. ​ Coussinets séparateurs d'orteils « Menthogel » (2 L + 2 S) Cet accessoire de confort est présenté comme absorbant les chocs et limitant les points de pression. Sépare les orteils et est destiné au confort ; aucune allégation de traitement n'est ajoutée. Durée d'utilisation annoncée cinq à dix fois supérieure à celle de produits en silicone courants. La fiche mentionne des extraits de menthol associés à une sensation de fraîcheur et à la réduction des odeurs. Propriétés du SEBS indiquées : souple, très extensible et présenté comme hypoallergénique.";"Wellys";"https://www.msy.be/web/image/product.template/2742/image_1920";"https://www.msy.be/web/image/product.image/30049/image_1920";"https://www.msy.be/web/image/product.image/30055/image_1920";"https://www.msy.be/web/image/product.image/30060/image_1920";"https://www.msy.be/web/image/product.image/30066/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"2.50";"";"";"";"";"";"";"";"10";"15.13";"Beauté et bien-être";"Soins des mains et des pieds";"";"";"0.03";"";"39269097";"CN";"0";"";"";"0.03";"0.03";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"GI-054694";"3574590546943";"";"Tampon de nettoyage SilicoClean bleu Genius Ideas";"Genius Ideas GI-054694 : tampon de nettoyage SilicoClean bleu Le tampon de nettoyage Genius Ideas possède une mousse de silicone à deux faces, conçue pour nettoyer les surfaces sensibles avec un contact doux. La raclette intégrée aide à obtenir une finition sans traces. Le matériau absorbe peu l'eau, ce qui facilite l'essorage et le séchage. La fiche indique une utilisation répétée et une résistance à la moisissure. Dimensions de l'article : 11.5 x 8 x 2.8 cm. Matériau : silicone.";"Genius Ideas GI-054694 : tampon de nettoyage SilicoClean bleu Le tampon de nettoyage Genius Ideas possède une mousse de silicone à deux faces, conçue pour nettoyer les surfaces sensibles avec un contact doux. La raclette intégrée aide à obtenir une finition sans traces. Le matériau absorbe peu l'eau, ce qui facilite l'essorage et le séchage. La fiche indique une utilisation répétée et une résistance à la moisissure. Dimensions de l'article : 11.5 x 8 x 2.8 cm. Matériau : silicone.";"Genius Ideas";"https://www.msy.be/web/image/product.template/2804/image_1920";"https://www.msy.be/web/image/product.image/30633/image_1920";"https://www.msy.be/web/image/product.image/30641/image_1920";"https://www.msy.be/web/image/product.image/30649/image_1920";"https://www.msy.be/web/image/product.image/30659/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"3.00";"";"";"";"";"";"";"";"71";"14.52";"Maison et vie";"Nettoyage et entretien";"";"";"0.07";"";"39249000";"CN";"0";"";"";"0.07";"0.07";"0.360";"15.0";"8.0";"3.0";"15.0";"8.0";"3.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"GI-054695";"3574590546950";"";"Tampon de nettoyage SilicoClean vert Genius Ideas";"Genius Ideas GI-054695 : tampon de nettoyage SilicoClean vert Genius Ideas GI-054695 : tampon de nettoyage SilicoClean vert. L'innovation de Genius Ideas repose sur une mousse de silicone à deux faces, conçue pour nettoyer les surfaces sensibles avec un contact doux. La raclette intégrée aide à obtenir une finition sans traces. Le matériau absorbe peu l'eau, ce qui facilite l'essorage et le séchage. La fiche indique une utilisation répétée et une résistance à la moisissure. Dimensions de l'article : 11.5 x 7.8 x 2.3 cm. Matériau : silicone.";"Genius Ideas GI-054695 : tampon de nettoyage SilicoClean vert Genius Ideas GI-054695 : tampon de nettoyage SilicoClean vert. L'innovation de Genius Ideas repose sur une mousse de silicone à deux faces, conçue pour nettoyer les surfaces sensibles avec un contact doux. La raclette intégrée aide à obtenir une finition sans traces. Le matériau absorbe peu l'eau, ce qui facilite l'essorage et le séchage. La fiche indique une utilisation répétée et une résistance à la moisissure. Dimensions de l'article : 11.5 x 7.8 x 2.3 cm. Matériau : silicone.";"Genius Ideas";"https://www.msy.be/web/image/product.template/2808/image_1920";"https://www.msy.be/web/image/product.image/30621/image_1920";"https://www.msy.be/web/image/product.image/30627/image_1920";"https://www.msy.be/web/image/product.image/30635/image_1920";"https://www.msy.be/web/image/product.image/30644/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"3.00";"";"";"";"";"";"";"";"59";"14.52";"Maison et vie";"Nettoyage et entretien";"";"";"0.07";"";"39249000";"CN";"0";"";"";"0.07";"0.07";"0.360";"15.0";"8.0";"3.0";"15.0";"8.0";"3.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"GI-054692";"3574590546929";"";"Tampon de nettoyage rouge SilicoClean Genius Ideas";"Genius Ideas GI-054692 : tampon de nettoyage rouge SilicoClean Cette innovation Genius Ideas utilise une mousse de silicone à deux faces pour nettoyer différentes surfaces. La raclette intégrée aide à limiter les traces. Le matériau n'absorbe pas l'eau, ce qui facilite l'essorage. Dimensions de l'article : 11,5 x 7,8 x 2,3 cm. Matériau : silicone.";"Genius Ideas GI-054692 : tampon de nettoyage rouge SilicoClean Cette innovation Genius Ideas utilise une mousse de silicone à deux faces pour nettoyer différentes surfaces. La raclette intégrée aide à limiter les traces. Le matériau n'absorbe pas l'eau, ce qui facilite l'essorage. Dimensions de l'article : 11,5 x 7,8 x 2,3 cm. Matériau : silicone.";"Genius Ideas";"https://www.msy.be/web/image/product.template/2802/image_1920";"https://www.msy.be/web/image/product.image/30632/image_1920";"https://www.msy.be/web/image/product.image/30639/image_1920";"https://www.msy.be/web/image/product.image/30648/image_1920";"https://www.msy.be/web/image/product.image/30658/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"3.00";"";"";"";"";"";"";"";"72";"14.52";"Maison et vie";"Nettoyage et entretien";"";"";"0.07";"";"39249000";"CN";"0";"";"";"0.07";"0.07";"0.360";"15.0";"8.0";"3.0";"15.0";"8.0";"3.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"ED-26927";"8711252269276";"";"Tapis de fitness et de yoga rouge Umbro 190 x 58 x";"Umbro ED-26927 : tapis de fitness et de yoga rouge 190 x 58 x 1 cm Ce tapis convient au yoga et aux exercices au sol. Sa surface souple et amortissante est conçue pour limiter les glissements. Il est lavable, facile à enrouler et destiné à une utilisation régulière. Caractéristiques : Convient au yoga, au pilates et aux exercices au sol Format pratique à transporter, pour la maison, le bureau et l'extérieur Mousse double face, design anti-poussière, antistatique et présenté comme respectueux de l'environnement Surface souple et flexible avec propriétés antidérapantes indiquées, conçue pour les exercices au sol Léger, compact et facile à transporter Bonne élasticité, surface lisse et antidérapante Matière isolante haute densité indiquée Aide à isoler du sol froid ou humide pendant l'entraînement Réversible, souple et léger, il se roule et se range dans un espace compact Nettoyage facile : le tapis n'absorbe pas l'eau et se nettoie facilement. Le tapis peut être placé dans un endroit";"Umbro ED-26927 : tapis de fitness et de yoga rouge 190 x 58 x 1 cm Ce tapis convient au yoga et aux exercices au sol. Sa surface souple et amortissante est conçue pour limiter les glissements. Il est lavable, facile à enrouler et destiné à une utilisation régulière. Caractéristiques : Convient au yoga, au pilates et aux exercices au sol Format pratique à transporter, pour la maison, le bureau et l'extérieur Mousse double face, design anti-poussière, antistatique et présenté comme respectueux de l'environnement Surface souple et flexible avec propriétés antidérapantes indiquées, conçue pour les exercices au sol Léger, compact et facile à transporter Bonne élasticité, surface lisse et antidérapante Matière isolante haute densité indiquée Aide à isoler du sol froid ou humide pendant l'entraînement Réversible, souple et léger, il se roule et se range dans un espace compact Nettoyage facile : le tapis n'absorbe pas l'eau et se nettoie facilement. Le tapis peut être placé dans un endroit";"Umbro";"https://www.msy.be/web/image/product.template/2844/image_1920";"https://www.msy.be/web/image/product.image/30947/image_1920";"https://www.msy.be/web/image/product.image/30952/image_1920";"https://www.msy.be/web/image/product.image/30957/image_1920";"https://www.msy.be/web/image/product.image/30960/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"11.35";"";"";"";"";"";"";"";"1";"54.00";"Remise en forme et sport";"Fitness à domicile";"";"";"0.90";"";"95069190";"CN";"0";"";"";"0.90";"0.90";"0.110";"19.0";"5.8";"1.0";"19.0";"5.8";"1.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
